*HASH_VALUE	title_id	name	women_name
-	gn_bandit_havenofpurity_1	Шайка Безобразников	
-	gn_bandit_havenofpurity_2	Охотники на Хоминов	
-	gn_bandit_havenofpurity_3	Ярость с Небес	
-	gn_bandit_hereticshovel_1	Измерители Канала	
-	gn_bandit_hereticshovel_2	Язычники из Логова	
-	gn_bandit_hereticshovel_3	Страшилы из Логова	
-	gn_bandit_hiddensource_1	Наводящие Порчу	
-	gn_bandit_hiddensource_2	Восставшие из Ада	
-	gn_bandit_hiddensource_3	Проклятие Джены	
-	gn_bandit_imperialdunes_1	Глаз Дракона	
-	gn_bandit_imperialdunes_2	Охотники в Дюнах	
-	gn_bandit_imperialdunes_3	Громилы Пайра	
-	gn_bandit_imperialdunes_4	Язычники Пайра	
-	gn_bandit_knollofdissent_1	Пограничные Рейдеры	
-	gn_bandit_knollofdissent_2	Маги Раскола	
-	gn_bandit_knollofdissent_3	Наездники Высоких Утесов	
-	gn_bandit_knollofdissent_4	Головорезы	
-	gn_bandit_knollofdissent_5	Мусорщики	
-	gn_bandit_knollofdissent_6	Истребители пламени	
-	gn_bandit_knotofdementia_1	Братство Запугивающих	
-	gn_bandit_knotofdementia_2	Шип Зоры	
-	gn_bandit_knotofdementia_3	Прыгуны из Зоры	
-	gn_bandit_lagoonsofloria_1	Сутулые Трясинники	
-	gn_bandit_lagoonsofloria_2	Кинжалы Лагун	
-	gn_bandit_lagoonsofloria_3	Команда Диллера 	
-	gn_bandit_lagoonsofloria_4	Болотная Бригада	
-	gn_bandit_lagoonsofloria_5	Смертельные Красотки 	
-	gn_bandit_lagoonsofloria_6	Семь Грешных клинков	
-	gn_bandit_libertylake_1	Пираты Свободы	
-	gn_bandit_libertylake_2	Живодеры Кристабелла	
-	gn_bandit_libertylake_3	Приятели Ярости 	
-	gn_bandit_maidengrove_1	Банда Тени	
-	gn_bandit_maidengrove_2	Чистильщики равнин 	
-	gn_bandit_maidengrove_3	Озерные бродяги	
-	gn_bandit_majesticgarden_1	Ярость Нэтея	
-	gn_bandit_majesticgarden_2	Волны Прилива	
-	gn_bandit_majesticgarden_3	Хватка Дэвея	
-	gn_bandit_majesticgarden_4	Чародеи из Эвелея	
-	gn_bandit_majesticgarden_5	Губители Пограничья	
-	gn_bandit_nexus_1	Мятежники Запада	
-	gn_bandit_nexus_2	Смотрящие с Вершин	
-	gn_bandit_nexus_3	Душители Нексуса	
-	gn_bandit_nexus_4	Заклинатели Узла	
-	gn_bandit_oflovaksoasis_1	Дыхание Дракона	
-	gn_bandit_oflovaksoasis_2	Всадники-из-Тени	
-	gn_bandit_oflovaksoasis_3	Ангелы Драконова Огня	
-	gn_bandit_oflovaksoasis_4	Бесшабашные Рубаки 	
-	gn_bandit_outlawcanyon_1	Бандиты Каньона	
-	gn_bandit_outlawcanyon_2	Пламя Боя	
-	gn_bandit_outlawcanyon_3	Буканьеры	
-	gn_bandit_sawdustmines_1	Рапиры Винни	
-	gn_bandit_sawdustmines_2	Костоломы	
-	gn_bandit_sawdustmines_3	Бандиты Лесистых Дюн	
-	gn_bandit_the_abyss_of_ichor_1	Торговцы смертью	
-	gn_bandit_the_abyss_of_ichor_2	Плачущие убийцы	
-	gn_bandit_the_abyss_of_ichor_3	Стражи Сэпа	
-	gn_bandit_the_abyss_of_ichor_4	Мародеры	
-	gn_bandit_the_elusive_forest_1	Белокурые бестии	
-	gn_bandit_the_elusive_forest_2	Смуглокожие Наемники	
-	gn_bandit_the_elusive_forest_3	Зеленое Бедствие	
-	gn_bandit_the_land_of_continuty_1	Обитатели Тени	
-	gn_bandit_the_land_of_continuty_2	Принцы Изначальных Корней	
-	gn_bandit_the_land_of_continuty_3	Чудаки-Пещерники	
-	gn_bandit_the_land_of_continuty_4	Драконистые Парни 	
-	gn_bandit_the_land_of_continuty_5	Крепкие орешки	
-	gn_bandit_the_sunken_city_1	Сестры по оружию	
-	gn_bandit_the_sunken_city_2	Гремучие змеи	
-	gn_bandit_the_sunken_city_3	Потрошители	
-	gn_bandit_the_sunken_city_4	Любители Гуу	
-	gn_bandit_the_trench_of_trials_1	Запальщики	
-	gn_bandit_the_trench_of_trials_2	Язычники с холмов	
-	gn_bandit_the_trench_of_trials_3	Оседлавшие Гигантов	
-	gn_bandit_the_under_spring_1	Линчеватели из Подземелий	
-	gn_bandit_the_under_spring_2	Фанатики Кукки	
-	gn_bandit_the_under_spring_3	Зловещие Стэйвоны	
-	gn_bandit_the_under_spring_4	Банда Глушителей	
-	gn_bandit_the_windy_gate_1	Крошки Сердцееды	
-	gn_bandit_the_windy_gate_2	Чистильщики Ветреных Врат	
-	gn_bandit_the_windy_gate_3	Ловцы Призраков	
-	gn_bandit_thefount_1	Праккеры 	
-	gn_bandit_thefount_2	Старики с Родника 	
-	gn_bandit_thefount_3	Флибустьеры Родника	
-	gn_bandit_thefount_4	Рейнджеры Cвободы	
-	gn_bandit_thesavagedunes_1	Грешники из Чащоб	
-	gn_bandit_thesavagedunes_2	Беспощадные Рубаки	
-	gn_bandit_thesavagedunes_3	Кинжалы Каналов	
-	gn_bandit_thesavagedunes_4	Мошенники Фессоса	
-	gn_bandit_thescorchedcorridor_1	Маньяки Подземелий	
-	gn_bandit_thescorchedcorridor_2	Туннельные Псы	
-	gn_bandit_thescorchedcorridor_3	Бродяги из Подворотни	
-	gn_bandit_thevoid_1	Мятежники Подземного леса	
-	gn_bandit_thevoid_2	Хватающие Гуу	
-	gn_bandit_thevoid_3	Злодеи Великой Пустоты	
-	gn_bandit_upperbog_1	Загребающие Сэп	
-	gn_bandit_upperbog_2	Засадный полк	
-	gn_bandit_upperbog_3	Разбойники Сталии	
-	gn_bandit_windsofmuse_1	Акробаты Муз	
-	gn_bandit_windsofmuse_2	Дубильщики утесов	
-	gn_bandit_windsofmuse_3	Грабители Муз	
-	gn_bandit_windsofmuse_4	Злые Ветры Запада	
-	gn_class_apprentice_trader	Подмастерье торговца	
-	gn_class_arcane_apprentice	Старший элитный маг	
-	gn_class_arcane_master	Опытный элитный маг	
-	gn_class_archery_lord	Опытный сильный стрелок	
-	gn_class_archery_master	Старший сильный стрелок	
-	gn_class_archery_recruit	Младший сильный стрелок	
-	gn_class_assassin	Младший мощный стрелок	
-	gn_class_bodyguard	Телохранитель	
-	gn_class_bowmen	Младший обычный стрелок	
-	gn_class_captain	Старший воин-мастер	
-	gn_class_charm_adept	Младший мощный маг	
-	gn_class_charm_expert	Старший мощный маг	
-	gn_class_cleric	Опытный элитный целитель	
-	gn_class_conjurer	Опытный сильный маг	
-	gn_class_conscript	Младший обычный воин	
-	gn_class_cure_adept	Младший мастер исцеления	
-	gn_class_cure_expert	Опытный мастер исцеления	
-	gn_class_cure_master	Старший мастер исцеления	
-	gn_class_elite	Младший элитный воин	
-	gn_class_executionner	Старший мощный стрелок	
-	gn_class_expert	Старший элитный воин	
-	gn_class_fighter	Старший мощный воин	
-	gn_class_forager	Добытчик	
-	gn_class_healing_apprentice	Младший обычный целитель	
-	gn_class_legionnaire	Младший мощный воин	
-	gn_class_life_surgeon	Старший элитный целитель	
-	gn_class_magician	Опытный мастер магии	
-	gn_class_major	Младший воин-мастер	
-	gn_class_medic	Старший сильный целитель	
-	gn_class_milician	Надзиратель	
-	gn_class_mystical_adept	Младший мастер магии	
-	gn_class_mystical_expert	Старший мастер магии	
-	gn_class_noble	Товарищ	
-	gn_class_priest	Младший элитный целитель	
-	gn_class_private	Старший сильный воин	
-	gn_class_professional	Опытный мощный стрелок	
-	gn_class_range_adept	Опытный обычный стрелок	
-	gn_class_range_master	Опытный элитный стрелок	
-	gn_class_recruit	Старший обычный воин	
-	gn_class_ritual_master	Опытный сильный целитель	
-	gn_class_sergent	Опытный мощный воин	
-	gn_class_shaman	Младший сильный целитель	
-	gn_class_shooting_elite	Младший элитный стрелок	
-	gn_class_shooting_lord	Старший элитный стрелок	
-	gn_class_soldier	Опытный обычный воин	
-	gn_class_sorcerer	Младший элитный маг	
-	gn_class_sorcery_apprentice	Младший сильный маг	
-	gn_class_sorcery_master	Старший сильный маг	
-	gn_class_spellcaster	Младший сильный маг	
-	gn_class_throwing_adept	Младший стрелок-мастер	
-	gn_class_throwing_expert	Старший стрелок-мастер	
-	gn_class_throwing_master	Опытный стрелок-мастер	
-	gn_class_trader	Исследователь	
-	gn_class_traveler	Путешественник	
-	gn_class_treat_adept	Старший мощный целитель	
-	gn_class_treat_apprentice	Младший мощный целитель	
-	gn_class_trooper	Младший сильный воин	
-	gn_class_warchief	Опытный воин-мастер	
-	gn_class_warlock	Опытный мощный маг	
-	gn_class_warlord	Опытный элитный воин	
-	gn_class_warmaster	Военачальник	
-	gn_class_warrior	Опытный сильный воин	
-	gn_darkeningsap_static_guard_5	Гвардеец	
-	gn_forager	Добытчик	
-	gn_fraharhunters_guards_w_10	Мощный гвардеец	
-	gn_fyros_defender	Защитник файросов	
-	gn_fyros_officer	Офицер файросов	
-	gn_green_seed_noble	Военный вождь	
-	gn_green_seed_volunteer	Волонтер	
-	gn_guard_inv_1	Гвардеец	
-	gn_guard_inv_2	Гвардеец	
-	gn_kami_sentinel	Страж Ками	
-	gn_karavan_guard_h_1	Страж Каравана	
-	gn_karavan_guardian	Страж Каравана	
-	gn_levier_volunteer	Волонтер	
-	gn_leviers_noble	Военный вождь	
-	gn_matis_officer	Офицер матисов	
-	gn_matis_voluteer	Защитник матисов	
-	gn_mystical__adept	Младший мастер магии	
-	gn_professionnal	Опытный мощный стрелок	
-	gn_zorai_officer	Офицер Зораи	
-	gn_zorai_voluteer_f	Защитник Зораи	
-	fct_steward	 (Распорядитель)	
-	fct_k_pactgiver	 (Телепортатор Ками)	
-	fct_kv_pactgiver	 (Телепортатор Каравана)	
-	fct_kitin_mg_1	 (Дозорный)	
-	fct_kitin_mg_2	 (Дозорный)	
-	fct_kitin_mg_3	 (Дозорный)	
-	fct_kitin_mg_4	 (Дозорный)	
-	fct_goo_obs	 (часовой Гуу)	
-	fct_bg	 (Телохранитель)	
-	fct_kami_adept	 (Адепт Ками)	
-	fct_larmor_merchant	 (Торговец легкими доспехами)	
-	fct_marmor_merchant	 (Торговец средними доспехами)	
-	fct_harmor_merchant	 (Торговец тяжелыми доспехами)	
-	fct_ctool_merchant	 (Торговец инструментами ремесла)	
-	fct_ttool_merchant	 (Торговец инструментами приручения)	
-	fct_htool_merchant	(Торговец инструментами добычи)	
-	fct_shield_merchant	(Торговец щитами)	
-	fct_ammo_merchant	 (Торговец зарядами)	
-	fct_rangeweapon_merchant	(Торговец оружием дальнего боя)	
-	fct_meleeweapon_merchant	(Торговец оружием ближнего боя)	
-	fct_stableboy_merchant	(Конюх)	
-	fct_rm_merchant	(Торговец сырьем)	
-	fct_jewel_merchant	(Торговец украшениями)	
-	fct_tool_merchant	(Торговец инструментами)	
-	fct_plarmor_merchant	 (Light Armor Composition Merchant)	
-	fct_pmarmor_merchant	 (Medium Armor Composition Merchant)	
-	fct_pharmor_merchant	 (Heavy Armor Composition Merchant)	
-	fct_parmor_merchant	 (Armor Composition Merchant)	
-	fct_pctool_merchant	 (Crafting Tool Composition Merchant)	
-	fct_pttool_merchant	 (Taming Tool Composition Merchant)	
-	fct_phtool_merchant	 (Collecting Tool Composition Merchant)	
-	fct_ptool_merchant	 (Tool Composition Merchant)	
-	fct_pshield_merchant	 (Shield Composition Merchant)	
-	fct_pammo_merchant	 (Ammo Composition Merchant)	
-	fct_prangeweapon_merchant	 (Range Weapon Composition Merchant)	
-	fct_pmeleeweapon_merchant	 (Melee Weapon Composition Merchant)	
-	fct_prm_merchant	 (Raw Material Composition Merchant)	
-	fct_pjewel_merchant	 (Jewel Composition Merchant)	
-	fct_mf_welcomer	(Представитель гильдии фехтовальщиков)	
-	fct_rf_welcomer	(Представитель гильдии стрелков)	
-	fct_mh_welcomer	(Представитель гильдии целителей)	
-	fct_mb_welcomer	(Представитель гильдии магов поддержки)	
-	fct_ma_welcomer	(Представитель гильдии боевых магов)	
-	fct_t_welcomer	(Представитель гильдии торговцев)	
-	fct_h_welcomer	(Представитель гильдии рейнджеров)	
-	fct_f_welcomer	(Представитель гильдии ремесленников)	
-	fct_welcomer	(Представитель гильдии)	
-	fct_p_caretaker	(Управляющий частным владением)	
-	fct_g_caretaker	(Управляющий владениями гильдии)	
-	fct_caretaker	(Управляющий)	
-	fct_mf_chief	(Предводитель гильдии фехтовальщиков)	
-	fct_rf_chief	(Предводитель гильдии стрелков)	
-	fct_mh_chief	(Предводитель гильдии целителей)	
-	fct_mb_chief	(Предводитель гильдии магов поддержки)	
-	fct_ma_chief	(Предводитель гильдии боевых магов)	
-	fct_t_chief	(Предводитель гильдии торговцев)	
-	fct_h_chief	(Предводитель гильдии добытчиков)	
-	fct_f_chief	(Предводитель гильдии ремесленников)	
-	fct_mission_officer	(Рекрутер на задания)	
-	fct_mv_guard	 (Стража Ирканиса)	
-	fct_mv_guardchief	 (Начальник стражи Ирканиса)	
-	fct_ma_guard	 (Стража Нэтея)	
-	fct_ma_guardchief	 (Начальник стражи Нэтея)	
-	fct_mb_guard	 (Стража Дэвея)	
-	fct_mb_guardchief	 (Начальник стражи Дэвея)	
-	fct_mc_guard	 (Стража Эвэлея)	
-	fct_mc_guardchief	 (Начальник стражи Эвэлея)	
-	fct_mf_guard	 (Пограничная стража)	
-	fct_tax_collector	 (Сборщик податей)	
-	fct_tribe_chief	 (Вождь племени)	
-	fct_barman	 (Бармен)	
-	fct_mayor	 (Мэр)	
-	fct_amayor	 (Помощник мэра)	
-	fct_natae_chief	 (Староста Нэтея)	
-	fct_davae_chief	 (Староста Дэвэя)	
-	fct_avalae_chief	 (Староста Эвэлея)	
-	fct_counselor	 (Советник короля)	
-	fct_cutthroat	 (Матис головорез)	
-	fct_bandit_chief	 (Главарь банды)	
-	fct_mv_intendant	 (Интендант Ирканиса)	
-	fct_ma_intendant	 (Интендант Нэтея)	
-	fct_mb_intendant	 (Интендант Дэвея)	
-	fct_mc_intendant	 (Интендант Эвэлея)	
-	fct_zv_intendant	 (Интендант Зоры)	
-	fct_za_intendant	 (Интендант Джен-Лай)	
-	fct_zb_intendant	 (Интендант Мин-Хо)	
-	fct_zc_intendant	 (Интендант Хоа-Шо)	
-	fct_fv_intendant	 (Интендант Пайра)	
-	fct_fa_intendant	 (Интендант Фессоса)	
-	fct_fb_intendant	 (Интендант Дайрона)	
-	fct_tv_intendant	 (Интендант Фэрхевена)	
-	fct_ta_intendant	 (Интендант Виндермеера)	
-	fct_tc_intendant	 (Интендант Кристабелла)	
-	fct_tb_intendant	 (Интендант Эвендейла)	
-	fct_zv_guard	 (Стража Зоры)	
-	fct_zv_guardchief	 (Начальник стражи Зоры)	
-	fct_za_guard	 (Стража Джен-Лай)	
-	fct_za_guardchief	 (Начальник стражи Джен-Лай)	
-	fct_zb_guard	 (Стража Мин-Хо)	
-	fct_zb_guardchief	 (Начальник стражи Мин-Хо)	
-	fct_zc_guard	 (Стража Хоа-Шо)	
-	fct_zc_guardchief	 (Начальник стражи Хоа-Шо)	
-	fct_fv_guard	 (Стража Пайра)	
-	fct_fv_guardchief	 (Начальник стражи  Пайра)	
-	fct_fv_rookieguard	 (Новобранец стражи Пайра)	
-	fct_fa_guardchief	 (Начальник стражи Фессоса)	
-	fct_fa_guard	 (Стража Зоры)	
-	fct_fb_guardchief	 (Начальник стражи Дайрона)	
-	fct_fb_guard	 (Стража Дайрона)	
-	fct_ff_guard	(Пограничная стража)	
-	fct_tv_guard	(Стража Фэрхевена)	
-	fct_tv_guardchief	 (Начальник стражи Фэрхевена)	
-	fct_ta_guard	 (Стража Виндермеера)	
-	fct_ta_guardchief	 (Начальник стражи Виндермеера)	
-	fct_tc_guard	 (Стража Кристабелла)	
-	fct_tc_guardchief	(Начальник стражи Кристабелла)	
-	fct_tb_guard	(Стража Эвендейла)	
-	fct_tb_guardchief	(Начальник стражи Эвендейла)	
-	fct_zf_guard	(Пограничная стража)	
-	fct_stablegirl_merchant	(Конюх)	
-	fct_barmaid	(Официантка)	
-	fct_civil		
-	fct_sage	 (Мудрец)	
-	fct_craftsman	 (Ремесленник)	
-	fct_supplier	 (Фуражир)	
-	fct_hunter	 (Охотник)	
-	fct_hunter_chief	 (Предводитель охотников)	
-	fct_bandit	 (Разбойник)	
-	fct_actor	 (Актер)	
-	fct_actress	 (Актриса)	
-	fct_kami_master	 (Мастер Ками)	
-	fct_karavan_officer	 (Офицер Каравана)	
-	fct_newb_welcomer	 (Глашатай)	
-	fct_newb_a	 (Стража Сталли)	
-	fct_newb_a_chief	 (Начальник стражи Сталли)	
-	fct_newb_b	 (Стража Бореи)	
-	fct_newb_b_chief	 (Начальник стражи Бореи)	
-	fct_newb_c	 (Стража Нистии)	
-	fct_newb_c_chief	 (Начальник стражи Нистии)	
-	fct_newb_d	 (Стража Росилио)	
-	fct_newb_d_chief	 (Начальник стражи Росилио)	
-	fct_newb_e	 (Стража Миани)	
-	fct_newb_e_chief	 (Начальник стражи Миани)	
-	fct_newb_za	 (Стража Квай-Ло)	
-	fct_newb_za_chief	 (Начальник стражи Квай-Ло)	
-	fct_newb_zc	 (Стража Нен-Ксинга)	
-	fct_newb_zc_chief	 (Начальник стражи Нен-Ксинга)	
-	fct_newb_zb	 (Стража Шенг-Во)	
-	fct_newb_zb_chief	 (Начальник стражи Шенг-Во)	
-	fct_newb_ze	 (Стража Йин-Панга)	
-	fct_newb_ze_chief	 (Начальник стражи Йин-Панга)	
-	fct_newb_zd	 (Стража Кои-Зуна)	
-	fct_newb_zd_chief	 (Начальник стражи Кои-Зуна)	
-	fct_newb_fa	 (Стража Аэгуса)	
-	fct_newb_fa_chief	 (Начальник стражи Аэгуса)	
-	fct_newb_fc	 (Стража Сековикса)	
-	fct_newb_fc_chief	 (Начальник стражи Сековикса)	
-	fct_newb_fb	 (Стража Каэмона)	
-	fct_newb_fb_chief	 (Начальник стражи Каэмона)	
-	fct_newb_fe	 (Стража Галэмуса)	
-	fct_newb_fe_chief	 (Начальник стражи Галэмуса)	
-	fct_newb_fd	 (Стража Фиксона)	
-	fct_newb_fd_chief	 (Начальник стражи Фиксона)	
-	fct_newb_ta	 (Стража Обермаута)	
-	fct_newb_ta_chief	 (Начальник стражи Обермаута)	
-	fct_newb_tb	 (Стража Баркделла)	
-	fct_newb_tb_chief	 (Начальник стражи Баркделла)	
-	fct_newb_tc	 (Стража Хобвэлли)	
-	fct_newb_tc_chief	 (Начальник стражи Хобвэлли)	
-	fct_newb_td	 (Стража Уэвертона)	
-	fct_newb_td_chief	 (Начальник стражи Уэвертона)	
-	fct_newb_te	 (Стража Динглтона)	
-	fct_newb_te_chief	 (Начальник стражи Динглтона)	
-	fct_registar	 (Секретарь гильдии)	
-	fct_ins_f	 (Инструктор по ведению боя)	
-	fct_ins_m	 (Инструктор по магии)	
-	fct_ins_r	 (Инструктор по ремеслу)	
-	fct_ins_h	 (Инструктор по добыче ресурсов)	
-	fct_mf_rolemaster	 (Melee Fighter Guild Rolemaster)	
-	fct_rf_rolemaster	 (Range Fighter Guild Rolemaster)	
-	fct_c_rolemaster	 (Fighter Guild Rolemaster)	
-	fct_mh_rolemaster	 (Healer Caster Guild Rolemaster)	
-	fct_mb_rolemaster	 (Buffer Caster Guild Rolemaster)	
-	fct_ma_rolemaster	 (Attack Caster Guild Rolemaster)	
-	fct_m_rolemaster	 (Magic Guild Rolemaster)	
-	fct_t_rolemaster	 (Merchant Guild Rolemaster)	
-	fct_h_rolemaster	 (Harvester Guild Rolemaster)	
-	fct_f_rolemaster	 (Crafter Guild Rolemaster)	
-	fct_f_trainer	 (Наставник воинов)	
-	fct_m_trainer	 (Наставник магов)	
-	fct_c_trainer	 (Наставник ремесленников)	
-	fct_h_trainer	 (Наставник добытчиков)	
-	fct_f_guild_trainer	(Наставник ведения боя гильдии)	
-	fct_m_guild_trainer	(Наставник по магии гильдии)	
-	fct_c_guild_trainer	(Наставник по ремеслам гильдии)	
-	fct_h_guild_trainer	(Наставник по добыче ресурсов гильдии)	
-	fct_guild_we	 (Глашатай)	
-	fct_guild_rm_craft	 (Craft Rolemaster)	
-	fct_guild_rm_fight	 (Fight Rolemaster)	
-	fct_guild_rm_magic	 (Magic Rolemaster)	
-	fct_scout	 (Лазутчик)	
-	fct_ambassador	 (Посланник)	
-	fct_corporal	 (Капрал)	
-	fct_sergent	 (Сержант)	
-	fct_captain	 (Капитан)	
-	fct_city_welcomer	 (Глашатай города)	
-	fct_village_welcomer	 (Глашатай деревни)	
-	fct_foreman_apprentice	 (Помощник смотрителя)	
-	fct_foreman	 (Смотритель)	
-	fct_foreman_master	 (Старший смотритель)	
-	fct_hawker	 (Коробейник)	
-	fct_journeyman	 (Рабочий)	
-	fct_kami_ambassador	 (Посланник Ками)	
-	fct_kami_welcomer	 (Глашатай Ками)	
-	fct_karavan_ambassador	 (Посланник Каравана)	
-	fct_karavan_agent	 (Агент Каравана)	
-	fct_karavan_welcomer	 (Глашатай Каравана)	
-	fct_local_messenger	 (Местный гонец)	
-	fct_frontiers_messenger	 (Пограничный гонец)	
-	fct_outlands_messenger	 (Гонец в пустоши)	
-	fct_patrolman	 (Патрульный)	
-	fct_prospector	 (Старатель)	
-	fct_tribe_welcomer	 (Глашатай племени)	
-	fct_local_supplier	 (Местный поставщик)	
-	fct_frontiers_supplier	 (Пограничный поставщик)	
-	fct_outlands_supplier	 (Поставщик из пустошей)	
-	fct_outpost_steward	 (Управляющий заставы)	
-	fct_outpost_steward_tribe	 (Управляющий заставы племени)	
-	fct_outpost_officer	 (Предводитель заставы)	
-	fct_outpost_officer_tribe	 (Предводитель заставы племени)	
-	Refugee	Выживший	Выжившая
-	Homin	Хомин	Хомин
-	Novice_Artisan	Начинающий ремесленник	Начинающая ремесленница
-	Novice_Warrior	Начинающий боец	Начинающая воительница
-	Novice_Harvester	Начинающий добытчик	Начинающая добытчица
-	Novice_Magician	Начинающий маг	Начинающая волшебница
-	Artisan_Apprentice	Подмастерье ремесленника	Подмастерье ремесленника
-	Warrior_Apprentice	Ученик воина	Ученица воина
-	Magician_Apprentice	Ученик мага	Ученица мага
-	Fyros_Artisan_Apprentice	Подмастерье ремесленника файросов	Подмастерье ремесленника файросов
-	Matis_Artisan_Apprentice	Подмастерье ремесленника матисов	Подмастерье ремесленника матисов
-	Tryker_Artisan_Apprentice	Подмастерье ремесленника трайкеров	Подмастерье ремесленника трайкеров
-	Zorai_Artisan_Apprentice	Подмастерье ремесленника Зораи	Подмастерье ремесленника Зораи
-	Melee_Warrior_Apprentice	Подмастерье бойца ближнего боя	Подмастерье бойца ближнего боя
-	Sniper_Apprentice	Подмастерье снайпера	Подмастерье снайпера
-	Fyros_Armorer_Apprentice	Доспехи файросов: Ученик	Доспехи файросов: Ученица
-	Fyros_Jeweler_Apprentice	Украшения файросов: Ученик	Украшения файросов: Ученица
-	Fyros_Weapon_Smith_Apprentice	Оружие файросов: Ученик	Оружие файросов: Ученица
-	Fyros_Munitioner_Apprentice	Заряды файросов: Ученик	Заряды файросов: Ученица
-	Fyros_Gun_Smith_Apprentice	Стрелковое оружие файросов: Ученик	Стрелковое оружие файросов: Ученица
-	Fyros_Shield_Smith_Apprentice	Щиты файросов: Ученик	Щиты файросов: Ученица
-	Matis_Armorer_Apprentice	Доспехи матисов: Ученик	Доспехи матисов: Ученица
-	Matis_Jeweler_Apprentice	Украшения матисов: Ученик	Украшения матисов: Ученица
-	Matis_Weapon_Smith_Apprentice	Оружие матисов: Ученик	Оружие матисов: Ученица
-	Matis_Munitioner_Apprentice	Заряды матисов: Ученик	Заряды матисов: Ученица
-	Matis_Gun_Smith_Apprentice	Стрелковое оружие матисов: Ученик	Стрелковое оружие матисов: Ученица
-	Matis_Shield_Smith_Apprentice	Щиты матисов: Ученик	Щиты матисов: Ученица
-	Tryker_Armorer_Apprentice	Доспехи трайкеров: Ученик	Доспехи трайкеров: Ученица
-	Tryker_Jeweler_Apprentice	Украшения трайкеров: Ученик	Украшения трайкеров: Ученица
-	Tryker_Weapon_Smith_Apprentice	Оружие трайкеров: Ученик	Оружие трайкеров: Ученица
-	Tryker_Munitioner_Apprentice	Заряды трайкеров: Ученик	Заряды трайкеров: Ученица
-	Tryker_Gun_Smith_Apprentice	Стрелковое оружие трайкеров: Ученик	Стрелковое оружие трайкеров: Ученица
-	Tryker_Shield_Smith_Apprentice	Щиты трайкеров: Ученик	Щиты трайкеров: Ученица
-	Zorai_Armorer_Apprentice	Доспехи Зораи: Ученик	Доспехи Зораи: Ученица
-	Zorai_Jeweler_Apprentice	Украшения Зораи: Ученик	Украшения Зораи: Ученица
-	Zorai_Weapon_Smith_Apprentice	Оружие Зораи: Ученик	Оружие Зораи: Ученица
-	Zorai_Munitioner_Apprentice	Заряды Зораи: Ученик	Заряды Зораи: Ученица
-	Zorai_Gun_Smith_Apprentice	Стрелковое оружие Зораи: Ученик	Стрелковое оружие Зораи: Ученица
-	Zorai_Shield_Smith_Apprentice	Щиты Зораи: Ученик	Щиты Зораи: Ученица
-	Melee_Warrior	Боец ближнего боя	Боец ближнего боя
-	Range_Fighter	Боец дальнего боя	Боец дальнего боя
-	Light_Armsman	Легкий фехтовальщик	Легкий фехтовальщик
-	Heavy_Armsman	Тяжелый фехтовальщик	Тяжелый фехтовальщик
-	Gunman	Стрелок	Стрелок
-	Heavy_Gunman	Тяжелый стрелок	Тяжелый стрелок
-	Advanced_Gunman	Продвинутый стрелок	Продвинутый стрелок
